ndc11,rxcui,name,rxnavImageObjectId,rxnavImageFileName,nlmImageFileName,RXNAV 120,RXBASE 120,RXNAV 300,RXBASE 300,RXNAV 600,RXBASE 600,RXNAV 800,RXBASE 800,RXNAV 1024,RXBASE 1024,RXNAV ORIGINAL,RXBASE ORIGINAL
53489-0119-02,1649988,doxycycline hyclate 100 MG Oral Capsule,185670553,53489-0119-02_RXNAVIMAGE10_333499B4.jpg,53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/120/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/120/53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/300/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/300/53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/600/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/600/53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/800/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/800/53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/1024/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/1024/53489-0119-02_NLMIMAGE10_333499B4.jpg,image/images/gallery/original/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,image/images/gallery/original/53489-0119-02_NLMIMAGE10_333499B4.jpg
00591-5440-50,1649988,doxycycline hyclate 100 MG Oral Capsule,185670913,00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/120/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/120/00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/300/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/300/00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/600/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/600/00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/800/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/800/00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/1024/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/1024/00591-5440-50_NLMIMAGE10_B834DC76.jpg,image/images/gallery/original/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,image/images/gallery/original/00591-5440-50_NLMIMAGE10_B834DC76.jpg
00781-2823-13,310384,Fluoxetine 10 MG Oral Capsule,185671054,00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/120/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/120/00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/300/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/300/00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/600/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/600/00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/800/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/800/00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/1024/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/1024/00781-2823-13_NLMIMAGE10_ED34F687.jpg,image/images/gallery/original/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,image/images/gallery/original/00781-2823-13_NLMIMAGE10_ED34F687.jpg
00781-2822-13,310385,Fluoxetine 20 MG Oral Capsule,185671067,00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/120/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/120/00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/300/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/300/00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/600/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/600/00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/800/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/800/00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/1024/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/1024/00781-2822-13_NLMIMAGE10_F134F8F7.jpg,image/images/gallery/original/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,image/images/gallery/original/00781-2822-13_NLMIMAGE10_F134F8F7.jpg
00781-2824-10,313989,Fluoxetine 40 MG Oral Capsule,185670754,00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/120/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/120/00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/300/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/300/00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/600/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/600/00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/800/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/800/00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/1024/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/1024/00781-2824-10_NLMIMAGE10_7D34BED5.jpg,image/images/gallery/original/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,image/images/gallery/original/00781-2824-10_NLMIMAGE10_7D34BED5.jpg
00781-2074-01,198316,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,185670841,00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/120/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/120/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/300/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/300/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/600/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/600/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/800/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/800/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/1024/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/1024/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,image/images/gallery/original/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,image/images/gallery/original/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg
00093-3147-01,309114,Cephalexin 500 MG Oral Capsule,185646439,00093-3147-01_RXNAVIMAGE10_24231258.jpg,00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/120/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/120/00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/300/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/300/00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/600/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/600/00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/800/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/800/00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/1024/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/1024/00093-3147-01_NLMIMAGE10_C51962CB.jpg,image/images/gallery/original/00093-3147-01_RXNAVIMAGE10_24231258.jpg,image/images/gallery/original/00093-3147-01_NLMIMAGE10_C51962CB.jpg
00093-4356-01,0,,185643596,00093-4356-01_RXNAVIMAGE10_0E210728.jpg,00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/120/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/120/00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/300/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/300/00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/600/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/600/00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/800/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/800/00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/1024/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/1024/00093-4356-01_NLMIMAGE10_0E210728.jpg,image/images/gallery/original/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,image/images/gallery/original/00093-4356-01_NLMIMAGE10_0E210728.jpg
00378-4350-93,313989,Fluoxetine 40 MG Oral Capsule,185651163,00378-4350-93_RXNAVIMAGE10_00268034.jpg,00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/120/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/120/00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/300/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/300/00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/600/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/600/00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/800/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/800/00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/1024/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/1024/00378-4350-93_NLMIMAGE10_00268034.jpg,image/images/gallery/original/00378-4350-93_RXNAVIMAGE10_00268034.jpg,image/images/gallery/original/00378-4350-93_NLMIMAGE10_00268034.jpg
00378-0143-01,197817,Indomethacin 25 MG Oral Capsule,185643916,00378-0143-01_RXNAVIMAGE10_8221411A.jpg,00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/120/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/120/00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/300/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/300/00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/600/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/600/00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/800/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/800/00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/1024/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/1024/00378-0143-01_NLMIMAGE10_8221411A.jpg,image/images/gallery/original/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,image/images/gallery/original/00378-0143-01_NLMIMAGE10_8221411A.jpg
00228-2779-11,856569,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,185643729,00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/120/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/120/00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/300/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/300/00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/600/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/600/00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/800/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/800/00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/1024/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/1024/00228-2779-11_NLMIMAGE10_3F211FE8.jpg,image/images/gallery/original/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,image/images/gallery/original/00228-2779-11_NLMIMAGE10_3F211FE8.jpg
00228-2780-11,856460,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule,185651195,00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/120/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/120/00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/300/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/300/00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/600/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/600/00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/800/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/800/00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/1024/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/1024/00228-2780-11_NLMIMAGE10_0B2685A4.jpg,image/images/gallery/original/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,image/images/gallery/original/00228-2780-11_NLMIMAGE10_0B2685A4.jpg
00093-3109-05,308191,Amoxicillin 500 MG Oral Capsule,185651209,00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/120/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/120/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/300/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/300/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/600/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/600/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/800/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/800/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/1024/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/1024/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,image/images/gallery/original/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,image/images/gallery/original/00093-3109-05_NLMIMAGE10_0F2687E4.jpg
00093-3145-01,309112,Cephalexin 250 MG Oral Capsule,185651223,00093-3145-01_RXNAVIMAGE10_14268A54.jpg,00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/120/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/120/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/300/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/300/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/600/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/600/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/800/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/800/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/1024/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/1024/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,image/images/gallery/original/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,image/images/gallery/original/00093-3145-01_NLMIMAGE10_CB1965CB.jpg
